,Alley,Lot Shape,Land Contour,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,MS SubClass,MS Zoning,Street,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice
1513,missing,IR1,Lvl,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,PConc,TA,TA,No,20,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,5,WD ,1968,1968,1968.0,2007,0.0,8978,0.0,0.0,0.0,948.0,948.0,948,0,0,948,300.0,147,0,0,0,0,0,0,108000
1514,missing,IR1,Lvl,5,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1961,1961,1961.0,2009,0.0,9079,0.0,864.0,0.0,0.0,864.0,864,0,0,864,440.0,158,0,0,0,0,0,0,122000
1515,missing,Reg,HLS,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,PConc,Gd,TA,Mn,150,RL,Pave,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,1,2,1,Gd,7,Typ,0,missing,Basment,Fin,1.0,Gd,TA,Y,missing,missing,missing,4,WD ,1980,1981,1980.0,2006,0.0,1700,0.0,397.0,0.0,33.0,430.0,880,680,140,1700,450.0,188,36,0,0,200,0,0,148400
1516,missing,Reg,Lvl,3,Gable,CompShg,BrkComm,Brk Cmn,None,TA,Fa,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,CBlock,TA,Fa,No,20,RL,Pave,Unf,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,0,3,1,TA,5,Mod,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,COD,1958,1958,1958.0,2009,68.0,9571,0.0,0.0,0.0,1276.0,1276.0,1276,0,0,1276,350.0,0,0,0,0,0,0,0,60000
1517,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1994,1994,1994.0,2008,80.0,9938,251.0,1271.0,0.0,331.0,1602.0,1626,0,0,1626,534.0,424,40,0,0,0,0,0,226500
1518,missing,Reg,Lvl,3,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,CBlock,TA,TA,Av,20,C (all),Pave,BLQ,Unf,GasA,TA,N,FuseA,1.0,0.0,0,0,1,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,10,WD ,1949,1950,1958.0,2006,50.0,9000,0.0,50.0,0.0,430.0,480.0,480,0,0,480,308.0,0,0,0,0,0,0,0,35311
1519,missing,IR1,Lvl,5,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,TA,TA,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,CBlock,Gd,TA,Gd,90,RL,Pave,GLQ,Unf,GasA,TA,Y,SBrkr,0.0,2.0,2,0,4,0,TA,4,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,10,WD ,1975,1975,missing,2006,38.0,7840,355.0,976.0,0.0,0.0,976.0,1012,0,0,1012,0.0,0,0,0,0,0,0,0,127500
1520,missing,Reg,Lvl,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1984,1984,1984.0,2008,74.0,12395,0.0,647.0,0.0,217.0,864.0,889,0,0,889,484.0,0,0,0,0,0,0,0,137500
1521,missing,IR1,Lvl,6,Hip,CompShg,Plywood,Plywood,None,TA,TA,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,CBlock,TA,TA,Av,80,RL,Pave,ALQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,11,WD ,1977,1977,1977.0,2008,0.0,9638,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,542.0,292,0,0,0,0,0,0,147000
1522,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,PConc,Ex,TA,Av,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,missing,missing,missing,9,WD ,2004,2005,2004.0,2006,108.0,13418,132.0,0.0,0.0,1117.0,1117.0,1132,1320,0,2452,691.0,113,32,0,0,0,0,0,309000
1523,missing,Reg,Bnk,9,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,CBlock,Gd,TA,No,20,RL,Pave,GLQ,ALQ,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,7,Min1,2,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,7,WD ,1971,2009,1971.0,2009,0.0,17597,0.0,803.0,419.0,581.0,1803.0,2365,0,0,2365,551.0,200,144,0,0,0,0,0,315000
1524,missing,Reg,Lvl,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,5,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,12,WD ,1965,2008,1992.0,2008,72.0,8872,300.0,595.0,0.0,317.0,912.0,912,0,0,912,576.0,0,240,0,0,0,0,0,147000
1525,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,PConc,Gd,Gd,Av,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,10,New,2006,2006,2006.0,2006,53.0,3982,0.0,1154.0,0.0,366.0,1520.0,1567,0,0,1567,648.0,312,0,0,0,0,0,0,264561
1526,missing,Reg,Bnk,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,CBlock,TA,TA,No,80,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,2,WD ,1955,1955,1962.0,2007,60.0,7134,0.0,384.0,0.0,0.0,384.0,1360,0,0,1360,572.0,0,50,0,0,0,0,0,130000
1527,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,PConc,Gd,TA,No,160,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2000,2000,2000.0,2007,0.0,2117,456.0,436.0,0.0,320.0,756.0,769,756,0,1525,440.0,0,0,0,0,0,0,0,177000
1528,missing,Reg,Lvl,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,CBlock,Gd,TA,No,50,RM,Pave,Unf,Unf,GasA,Gd,Y,FuseA,0.0,0.0,1,0,4,1,TA,7,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,7,WD ,1930,1950,missing,2008,58.0,8155,0.0,0.0,0.0,780.0,780.0,780,420,0,1200,0.0,0,0,96,0,0,0,0,119000
1529,missing,Reg,Lvl,5,Shed,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,PConc,Gd,Gd,Mn,20,RL,Pave,GLQ,LwQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,5,WD ,2004,2004,2004.0,2006,50.0,5500,0.0,510.0,373.0,190.0,1073.0,1073,0,0,1073,246.0,0,120,0,0,0,0,0,157000
1530,missing,IR1,Lvl,5,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1968,1968,1968.0,2006,0.0,11553,188.0,673.0,0.0,378.0,1051.0,1159,0,0,1159,336.0,466,0,0,0,0,0,0,158000
1531,missing,Reg,Lvl,4,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,PConc,TA,TA,No,50,RL,Pave,Rec,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,4,1,Fa,7,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,8,WD ,1955,1955,2002.0,2007,55.0,7150,0.0,150.0,0.0,1040.0,1190.0,1040,500,0,1540,352.0,0,0,0,0,0,0,0,115000
1532,missing,Reg,Lvl,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,Gd,TA,No,20,RL,Pave,LwQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,3,WD ,1977,1977,1979.0,2007,64.0,6285,0.0,138.0,351.0,405.0,894.0,894,0,0,894,308.0,192,0,0,0,0,0,0,120750
1533,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,WD ,2000,2000,2000.0,2010,0.0,7500,0.0,533.0,0.0,281.0,814.0,814,860,0,1674,663.0,0,96,0,0,0,0,0,216000
1534,missing,Reg,Lvl,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,CBlock,TA,TA,No,160,RM,Pave,Unf,Unf,GasA,Fa,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,1,WD ,1970,1970,1970.0,2007,21.0,2001,80.0,0.0,0.0,546.0,546.0,546,546,0,1092,286.0,0,0,0,0,0,0,0,75000
1535,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,Av,20,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1974,1974,1974.0,2008,95.0,19508,144.0,800.0,0.0,630.0,1430.0,1430,0,0,1430,484.0,117,108,165,0,0,0,0,192000
1536,missing,IR1,Lvl,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,CBlock,TA,Gd,Gd,80,RL,Pave,GLQ,Unf,GasA,Fa,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,Unf,2.0,TA,TA,Y,missing,GdPrv,missing,7,WD ,1978,1978,1979.0,2006,0.0,7176,200.0,794.0,0.0,166.0,960.0,1040,0,0,1040,616.0,131,0,0,0,180,0,0,160500
1537,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Av,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,8,New,2006,2007,2006.0,2007,91.0,10652,306.0,0.0,0.0,1494.0,1494.0,1494,0,0,1494,840.0,160,33,0,0,0,0,0,279500
1538,missing,Reg,Lvl,6,Gable,CompShg,HdBoard,Wd Sdng,None,TA,TA,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,CBlock,Gd,TA,Av,85,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,1963,1963,1996.0,2008,0.0,11235,0.0,784.0,0.0,197.0,981.0,1075,0,0,1075,440.0,64,0,0,0,64,0,0,148000
1539,missing,IR1,Lvl,7,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,MnPrv,Shed,7,WD ,1967,2005,1967.0,2008,68.0,10265,0.0,758.0,0.0,234.0,992.0,992,0,0,992,294.0,204,0,0,0,0,0,600,145000
1540,missing,IR1,Lvl,7,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,Gd,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,11,WD ,1993,1993,1993.0,2006,0.0,14541,0.0,1012.0,0.0,326.0,1338.0,1352,1168,0,2520,796.0,209,55,0,0,0,0,0,310000
1541,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,CBlock,TA,TA,Av,80,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,1963,1963,1963.0,2006,83.0,10184,379.0,580.0,0.0,503.0,1083.0,1146,0,0,1146,294.0,345,75,0,0,0,0,0,165000
1542,missing,IR2,Lvl,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,Gd,No,60,RL,Pave,GLQ,Rec,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1994,2005,1994.0,2009,52.0,46589,528.0,1361.0,180.0,88.0,1629.0,1686,762,0,2448,711.0,517,76,0,0,0,0,0,402000
1543,missing,Reg,Lvl,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,FV,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,2005,2005,2005.0,2008,85.0,10625,0.0,0.0,0.0,1026.0,1026.0,1026,932,0,1958,936.0,154,210,0,0,0,0,0,250000
1544,missing,Reg,Lvl,6,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,CBlock,Gd,TA,Av,180,RM,Pave,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,TA,3,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,4,WD ,1970,1970,missing,2006,21.0,1470,0.0,522.0,0.0,108.0,630.0,630,0,0,630,0.0,0,0,0,0,0,0,0,73000
1545,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,CBlock,Gd,TA,No,90,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,2,4,2,TA,8,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,9,WD ,1974,1974,missing,2009,60.0,9000,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,0.0,32,45,0,0,0,0,0,136000
1546,missing,Reg,Lvl,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,PConc,Ex,TA,No,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,3,WD ,2005,2005,2005.0,2006,48.0,5911,278.0,472.0,0.0,1088.0,1560.0,1565,0,0,1565,556.0,196,56,0,0,0,0,0,282500
1547,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,PConc,Gd,TA,missing,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,2005,2006,2005.0,2010,73.0,8987,226.0,0.0,0.0,1595.0,1595.0,1595,0,0,1595,880.0,144,0,0,0,0,0,0,221500
1548,missing,IR2,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,4,1,Gd,7,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1995,1996,1996.0,2007,0.0,17871,0.0,0.0,0.0,1680.0,1680.0,1680,0,0,1680,628.0,152,0,0,0,0,0,0,170000
1549,missing,IR1,Lvl,4,Gable,CompShg,HdBoard,HdBoard,None,Fa,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,Fa,No,20,RL,Pave,BLQ,Rec,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,Attchd,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,1967,1967,1967.0,2009,77.0,11500,0.0,872.0,60.0,108.0,1040.0,1040,0,0,1040,480.0,0,0,156,0,0,0,0,163000
1550,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Av,60,RL,Pave,LwQ,ALQ,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,11,WD ,1995,1995,1995.0,2007,65.0,12257,513.0,56.0,64.0,1198.0,1318.0,1328,1203,0,2531,752.0,222,98,0,0,0,0,0,290000
1551,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,1996,1997,1996.0,2007,82.0,9044,526.0,1225.0,0.0,100.0,1325.0,1335,1203,0,2538,933.0,198,92,0,0,0,0,0,330000
1552,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,CBlock,TA,TA,No,160,RM,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,1,2,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1973,1973,1973.0,2009,21.0,1680,504.0,254.0,0.0,229.0,483.0,483,504,0,987,264.0,0,0,0,0,0,0,0,111000
1553,missing,IR2,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1999,1999,1999.0,2006,45.0,9468,148.0,639.0,0.0,201.0,840.0,840,915,0,1755,530.0,176,73,0,0,0,0,0,214000
1554,missing,IR1,Lvl,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,LwQ,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1953,1953,1971.0,2008,102.0,9373,84.0,500.0,196.0,456.0,1152.0,1152,0,0,1152,636.0,0,0,0,0,0,0,0,137500
1555,missing,Reg,Lvl,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,Mn,60,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2003,2003,2003.0,2009,70.0,7000,0.0,622.0,0.0,304.0,926.0,1016,868,0,1884,581.0,0,35,0,0,0,0,0,240900
1556,missing,IR1,Lvl,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1992,1992,1992.0,2010,107.0,10186,0.0,674.0,0.0,76.0,750.0,1061,862,0,1923,564.0,240,39,0,0,0,0,0,190000
1557,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Av,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,9,WD ,2002,2002,2002.0,2009,90.0,11664,0.0,1234.0,0.0,335.0,1569.0,1611,0,0,1611,1231.0,262,93,0,0,0,0,0,250000
1558,missing,IR1,Lvl,8,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,CBlock,Gd,TA,Gd,20,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1976,2004,1976.0,2007,90.0,10768,0.0,1157.0,0.0,280.0,1437.0,1437,0,0,1437,528.0,0,21,0,0,180,0,0,218000
1559,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1993,1993,1993.0,2007,78.0,10530,194.0,819.0,0.0,329.0,1148.0,1091,984,0,2075,473.0,235,86,0,0,0,0,0,255000
1560,missing,IR1,HLS,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,8,New,2006,2006,2006.0,2006,50.0,14859,27.0,0.0,0.0,1670.0,1670.0,1670,0,0,1670,690.0,144,60,0,0,0,0,0,240000
